"","south.Species","south.Camr_Nm","south.Latitud","south.Longitd","na.rm"
"20630","Tapirus bairdii","K10",9.26398,-83.04045,TRUE
"20631","Tapirus bairdii","K10",9.26398,-83.04045,TRUE
"20632","Tapirus bairdii","K10",9.26398,-83.04045,TRUE
"20633","Tapirus bairdii","K10",9.26398,-83.04045,TRUE
"20634","Tapirus bairdii","K10",9.26398,-83.04045,TRUE
"20635","Tapirus bairdii","K10",9.26398,-83.04045,TRUE
"20636","Tapirus bairdii","K10",9.26398,-83.04045,TRUE
"20637","Tapirus bairdii","K10",9.26398,-83.04045,TRUE
"20638","Tapirus bairdii","K10",9.26398,-83.04045,TRUE
"20639","Tapirus bairdii","K10",9.26398,-83.04045,TRUE
"20640","Tapirus bairdii","K10",9.26398,-83.04045,TRUE
"20641","Tapirus bairdii","K10",9.26398,-83.04045,TRUE
"20642","Tapirus bairdii","K10",9.26398,-83.04045,TRUE
"20643","Tapirus bairdii","K10",9.26398,-83.04045,TRUE
"20644","Tapirus bairdii","K10",9.26398,-83.04045,TRUE
"20645","Tapirus bairdii","K10",9.26398,-83.04045,TRUE
"20646","Tapirus bairdii","K10",9.26398,-83.04045,TRUE
"20647","Tapirus bairdii","K10",9.26398,-83.04045,TRUE
"20648","Tapirus bairdii","K10",9.26398,-83.04045,TRUE
"20649","Tapirus bairdii","K10",9.26398,-83.04045,TRUE
"20650","Tapirus bairdii","K10",9.26398,-83.04045,TRUE
"20651","Tapirus bairdii","K10",9.26398,-83.04045,TRUE
"20652","Cuniculus paca","CBQTC1",9.125955,-83.05896,TRUE
"20653","Cuniculus paca","CBQTC1",9.125955,-83.05896,TRUE
"20654","Cuniculus paca","CBQTC1",9.125955,-83.05896,TRUE
"20655","Cuniculus paca","CBQTC1",9.125955,-83.05896,TRUE
"20656","Cuniculus paca","CBQTC1",9.125955,-83.05896,TRUE
"20657","Cuniculus paca","CBQTC1",9.125955,-83.05896,TRUE
"20658","Cuniculus paca","CBQTC1",9.125955,-83.05896,TRUE
"20659","Cuniculus paca","CBQTC1",9.125955,-83.05896,TRUE
"20660","Cuniculus paca","CBQTC1",9.125955,-83.05896,TRUE
"20661","Cuniculus paca","CBQTC1",9.125955,-83.05896,TRUE
"20662","Cuniculus paca","CBQTC1",9.125955,-83.05896,TRUE
"20663","Cuniculus paca","CBQTC1",9.125955,-83.05896,TRUE
"20664","Cuniculus paca","CBQTC1",9.125955,-83.05896,TRUE
"20665","Cuniculus paca","CBQTC1",9.125955,-83.05896,TRUE
"20666","Cuniculus paca","CBQTC1",9.125955,-83.05896,TRUE
"20667","Cuniculus paca","CBQTC1",9.125955,-83.05896,TRUE
"20668","Cuniculus paca","CBQTC1",9.125955,-83.05896,TRUE
"20669","Cuniculus paca","CBQTC1",9.125955,-83.05896,TRUE
"20670","Cuniculus paca","CBQTC1",9.125955,-83.05896,TRUE
"20671","Cuniculus paca","CBQTC1",9.125955,-83.05896,TRUE
"20672","Cuniculus paca","CBQTC1",9.125955,-83.05896,TRUE
"20673","Cuniculus paca","CBQTC1",9.125955,-83.05896,TRUE
"20674","Cuniculus paca","CBQTC1",9.125955,-83.05896,TRUE
"20675","Cuniculus paca","CBQTC1",9.125955,-83.05896,TRUE
"20676","Cuniculus paca","CBQTC1",9.125955,-83.05896,TRUE
"20677","Cuniculus paca","CBQTC1",9.125955,-83.05896,TRUE
"20678","Cuniculus paca","CBQTC1",9.125955,-83.05896,TRUE
"20679","Cuniculus paca","CBQTC1",9.125955,-83.05896,TRUE
"20680","Cuniculus paca","CBQTC1",9.125955,-83.05896,TRUE
"20681","Cuniculus paca","CBQTC1",9.125955,-83.05896,TRUE
"20682","Cuniculus paca","CBQTC1",9.125955,-83.05896,TRUE
"20683","Cuniculus paca","CBQTC1",9.125955,-83.05896,TRUE
"20684","Cuniculus paca","CBQTC1",9.125955,-83.05896,TRUE
"20685","Cuniculus paca","CBQTC1",9.125955,-83.05896,TRUE
"20686","Cuniculus paca","CBQTC1",9.125955,-83.05896,TRUE
"20687","Cuniculus paca","CBQTC1",9.125955,-83.05896,TRUE
"20688","Cuniculus paca","CBQTC1",9.125955,-83.05896,TRUE
"20689","Cuniculus paca","CBQTC1",9.125955,-83.05896,TRUE
"20690","Cuniculus paca","CBQTC1",9.125955,-83.05896,TRUE
"20691","Cuniculus paca","CBQTC1",9.125955,-83.05896,TRUE
"20692","Cuniculus paca","CBQTC1",9.125955,-83.05896,TRUE
"20693","Cuniculus paca","CBQTC1",9.125955,-83.05896,TRUE
"20694","Cuniculus paca","CBQTC1",9.125955,-83.05896,TRUE
"20695","Cuniculus paca","CBQTC1",9.125955,-83.05896,TRUE
"20696","Cuniculus paca","CBQTC1",9.125955,-83.05896,TRUE
"20697","Cuniculus paca","CBQTC1",9.125955,-83.05896,TRUE
"20698","Cuniculus paca","CBQTC1",9.125955,-83.05896,TRUE
"20699","Cuniculus paca","CBQTC1",9.125955,-83.05896,TRUE
"20700","Cuniculus paca","CBQTC1",9.125955,-83.05896,TRUE
"20701","Dasyprocta punctata","CBQTC1",9.125955,-83.05896,TRUE
"20702","Dasyprocta punctata","CBQTC1",9.125955,-83.05896,TRUE
"20703","Dasyprocta punctata","CBQTC1",9.125955,-83.05896,TRUE
"20704","Dasyprocta punctata","CBQTC1",9.125955,-83.05896,TRUE
"20705","Dasyprocta punctata","CBQTC1",9.125955,-83.05896,TRUE
"20706","Dasyprocta punctata","CBQTC1",9.125955,-83.05896,TRUE
"20707","Dasyprocta punctata","CBQTC1",9.125955,-83.05896,TRUE
"20708","Dasyprocta punctata","CBQTC1",9.125955,-83.05896,TRUE
"20709","Dasyprocta punctata","CBQTC1",9.125955,-83.05896,TRUE
"20710","Dasyprocta punctata","CBQTC1",9.125955,-83.05896,TRUE
"20711","Dasyprocta punctata","CBQTC1",9.125955,-83.05896,TRUE
"20712","Dasyprocta punctata","CBQTC1",9.125955,-83.05896,TRUE
"20713","Dasyprocta punctata","CBQTC1",9.125955,-83.05896,TRUE
"20714","Dasyprocta punctata","CBQTC1",9.125955,-83.05896,TRUE
"20715","Dasyprocta punctata","CBQTC1",9.125955,-83.05896,TRUE
"20716","Dasyprocta punctata","CBQTC1",9.125955,-83.05896,TRUE
"20717","Dasyprocta punctata","CBQTC1",9.125955,-83.05896,TRUE
"20718","Dasyprocta punctata","CBQTC1",9.125955,-83.05896,TRUE
"20719","Dasyprocta punctata","CBQTC1",9.125955,-83.05896,TRUE
"20720","Dasyprocta punctata","CBQTC1",9.125955,-83.05896,TRUE
"20721","Dasyprocta punctata","CBQTC1",9.125955,-83.05896,TRUE
"20722","Dasyprocta punctata","CBQTC1",9.125955,-83.05896,TRUE
"20723","Dasyprocta punctata","CBQTC1",9.125955,-83.05896,TRUE
"20724","Dasyprocta punctata","CBQTC1",9.125955,-83.05896,TRUE
"20725","Dasyprocta punctata","CBQTC1",9.125955,-83.05896,TRUE
"20726","Dasyprocta punctata","CBQTC1",9.125955,-83.05896,TRUE
"20727","Dasyprocta punctata","CBQTC1",9.125955,-83.05896,TRUE
"20728","Dasyprocta punctata","CBQTC1",9.125955,-83.05896,TRUE
"20729","Dasyprocta punctata","CBQTC1",9.125955,-83.05896,TRUE
"20730","Dasyprocta punctata","CBQTC1",9.125955,-83.05896,TRUE
"20731","Dasyprocta punctata","CBQTC1",9.125955,-83.05896,TRUE
"20732","Dasyprocta punctata","CBQTC1",9.125955,-83.05896,TRUE
"20733","Dasyprocta punctata","CBQTC1",9.125955,-83.05896,TRUE
"20734","Dasyprocta punctata","CBQTC1",9.125955,-83.05896,TRUE
"20735","Dasyprocta punctata","CBQTC1",9.125955,-83.05896,TRUE
"20736","Dasyprocta punctata","CBQTC1",9.125955,-83.05896,TRUE
"20737","Dasyprocta punctata","CBQTC1",9.125955,-83.05896,TRUE
"20738","Dasyprocta punctata","CBQTC1",9.125955,-83.05896,TRUE
"20739","Dasyprocta punctata","CBQTC1",9.125955,-83.05896,TRUE
"20740","Dasyprocta punctata","CBQTC1",9.125955,-83.05896,TRUE
"20741","Dasyprocta punctata","CBQTC1",9.125955,-83.05896,TRUE
"20742","Dasyprocta punctata","CBQTC1",9.125955,-83.05896,TRUE
"20743","Dasyprocta punctata","CBQTC1",9.125955,-83.05896,TRUE
"20744","Dasyprocta punctata","CBQTC1",9.125955,-83.05896,TRUE
"20745","Dasyprocta punctata","CBQTC1",9.125955,-83.05896,TRUE
"20746","Dasyprocta punctata","CBQTC1",9.125955,-83.05896,TRUE
"20747","Dasyprocta punctata","CBQTC1",9.125955,-83.05896,TRUE
"20748","Dasyprocta punctata","CBQTC1",9.125955,-83.05896,TRUE
"20749","Dasyprocta punctata","CBQTC1",9.125955,-83.05896,TRUE
"20750","Dasyprocta punctata","CBQTC1",9.125955,-83.05896,TRUE
"20751","Dasyprocta punctata","CBQTC1",9.125955,-83.05896,TRUE
"20752","Dasyprocta punctata","CBQTC1",9.125955,-83.05896,TRUE
"20753","Dasyprocta punctata","CBQTC1",9.125955,-83.05896,TRUE
"20754","Dasyprocta punctata","CBQTC1",9.125955,-83.05896,TRUE
"20755","Dasyprocta punctata","CBQTC1",9.125955,-83.05896,TRUE
"20756","Dasyprocta punctata","CBQTC1",9.125955,-83.05896,TRUE
"20757","Dasyprocta punctata","CBQTC1",9.125955,-83.05896,TRUE
"20758","Dasyprocta punctata","CBQTC1",9.125955,-83.05896,TRUE
"20759","Dasyprocta punctata","CBQTC1",9.125955,-83.05896,TRUE
"20760","Dasyprocta punctata","CBQTC1",9.125955,-83.05896,TRUE
"20761","Dasyprocta punctata","CBQTC1",9.125955,-83.05896,TRUE
"20762","Dasyprocta punctata","CBQTC1",9.125955,-83.05896,TRUE
"20763","Dasyprocta punctata","CBQTC1",9.125955,-83.05896,TRUE
"20764","Dasyprocta punctata","CBQTC1",9.125955,-83.05896,TRUE
"20765","Dasyprocta punctata","CBQTC1",9.125955,-83.05896,TRUE
"20766","Dasyprocta punctata","CBQTC1",9.125955,-83.05896,TRUE
"20767","Dasyprocta punctata","CBQTC1",9.125955,-83.05896,TRUE
"20768","Dasyprocta punctata","CBQTC1",9.125955,-83.05896,TRUE
"20769","Dasypus novemcitus","CBQTC1",9.125955,-83.05896,TRUE
"20770","Dasypus novemcitus","CBQTC1",9.125955,-83.05896,TRUE
"20771","Dasypus novemcitus","CBQTC1",9.125955,-83.05896,TRUE
"20772","Dasypus novemcitus","CBQTC1",9.125955,-83.05896,TRUE
"20773","Dasypus novemcitus","CBQTC1",9.125955,-83.05896,TRUE
"20774","Dasypus novemcitus","CBQTC1",9.125955,-83.05896,TRUE
"20775","Dasypus novemcitus","CBQTC1",9.125955,-83.05896,TRUE
"20776","Dasypus novemcitus","CBQTC1",9.125955,-83.05896,TRUE
"20777","Dasypus novemcitus","CBQTC1",9.125955,-83.05896,TRUE
"20778","Dasypus novemcitus","CBQTC1",9.125955,-83.05896,TRUE
"20779","Dasypus novemcitus","CBQTC1",9.125955,-83.05896,TRUE
"20780","Dasypus novemcitus","CBQTC1",9.125955,-83.05896,TRUE
"20781","Dasypus novemcitus","CBQTC1",9.125955,-83.05896,TRUE
"20782","Dasypus novemcitus","CBQTC1",9.125955,-83.05896,TRUE
"20783","Dasypus novemcitus","CBQTC1",9.125955,-83.05896,TRUE
"20784","Dasypus novemcitus","CBQTC1",9.125955,-83.05896,TRUE
"20785","Dasypus novemcitus","CBQTC1",9.125955,-83.05896,TRUE
"20786","Didelphis marsupialis","CBQTC1",9.125955,-83.05896,TRUE
"20787","Didelphis marsupialis","CBQTC1",9.125955,-83.05896,TRUE
"20788","Didelphis marsupialis","CBQTC1",9.125955,-83.05896,TRUE
"20789","Didelphis marsupialis","CBQTC1",9.125955,-83.05896,TRUE
"20790","Didelphis marsupialis","CBQTC1",9.125955,-83.05896,TRUE
"20791","Didelphis marsupialis","CBQTC1",9.125955,-83.05896,TRUE
"20792","Didelphis marsupialis","CBQTC1",9.125955,-83.05896,TRUE
"20793","Didelphis marsupialis","CBQTC1",9.125955,-83.05896,TRUE
"20794","Didelphis marsupialis","CBQTC1",9.125955,-83.05896,TRUE
"20795","Didelphis marsupialis","CBQTC1",9.125955,-83.05896,TRUE
"20796","Didelphis marsupialis","CBQTC1",9.125955,-83.05896,TRUE
"20797","Didelphis marsupialis","CBQTC1",9.125955,-83.05896,TRUE
"20798","Didelphis marsupialis","CBQTC1",9.125955,-83.05896,TRUE
"20799","Didelphis marsupialis","CBQTC1",9.125955,-83.05896,TRUE
"20800","Didelphis marsupialis","CBQTC1",9.125955,-83.05896,TRUE
"20801","Didelphis marsupialis","CBQTC1",9.125955,-83.05896,TRUE
"20802","Didelphis marsupialis","CBQTC1",9.125955,-83.05896,TRUE
"20803","Didelphis marsupialis","CBQTC1",9.125955,-83.05896,TRUE
"20804","Didelphis marsupialis","CBQTC1",9.125955,-83.05896,TRUE
"20805","Didelphis marsupialis","CBQTC1",9.125955,-83.05896,TRUE
"20806","Didelphis marsupialis","CBQTC1",9.125955,-83.05896,TRUE
"20807","Didelphis marsupialis","CBQTC1",9.125955,-83.05896,TRUE
"20808","Didelphis marsupialis","CBQTC1",9.125955,-83.05896,TRUE
"20809","Didelphis marsupialis","CBQTC1",9.125955,-83.05896,TRUE
"20810","Didelphis marsupialis","CBQTC1",9.125955,-83.05896,TRUE
"20811","Didelphis marsupialis","CBQTC1",9.125955,-83.05896,TRUE
"20812","Didelphis marsupialis","CBQTC1",9.125955,-83.05896,TRUE
"20813","Didelphis marsupialis","CBQTC1",9.125955,-83.05896,TRUE
"20814","Didelphis marsupialis","CBQTC1",9.125955,-83.05896,TRUE
"20815","Leopardus wiedii","CBQTC1",9.125955,-83.05896,TRUE
"20816","Leopardus wiedii","CBQTC1",9.125955,-83.05896,TRUE
"20817","Nasua narica","CBQTC1",9.125955,-83.05896,TRUE
"20818","Nasua narica","CBQTC1",9.125955,-83.05896,TRUE
"20819","Nasua narica","CBQTC1",9.125955,-83.05896,TRUE
"20820","Nasua narica","CBQTC1",9.125955,-83.05896,TRUE
"20821","Nasua narica","CBQTC1",9.125955,-83.05896,TRUE
"20822","Nasua narica","CBQTC1",9.125955,-83.05896,TRUE
"20823","Tapirus bairdii","CBQTC1",9.125955,-83.05896,TRUE
"20824","Tapirus bairdii","CBQTC1",9.125955,-83.05896,TRUE
"20825","Tapirus bairdii","CBQTC1",9.125955,-83.05896,TRUE
"20826","Tapirus bairdii","CBQTC1",9.125955,-83.05896,TRUE
"20827","Tapirus bairdii","CBQTC1",9.125955,-83.05896,TRUE
"20828","Tapirus bairdii","CBQTC1",9.125955,-83.05896,TRUE
"20829","Tapirus bairdii","CBQTC1",9.125955,-83.05896,TRUE
"20830","Tapirus bairdii","CBQTC1",9.125955,-83.05896,TRUE
"20831","Tapirus bairdii","CBQTC1",9.125955,-83.05896,TRUE
"20832","Tapirus bairdii","CBQTC1",9.125955,-83.05896,TRUE
"20833","Tapirus bairdii","CBQTC1",9.125955,-83.05896,TRUE
"20834","Tapirus bairdii","CBQTC1",9.125955,-83.05896,TRUE
"20835","Tapirus bairdii","CBQTC1",9.125955,-83.05896,TRUE
"20836","Tapirus bairdii","CBQTC1",9.125955,-83.05896,TRUE
"20837","Tapirus bairdii","CBQTC1",9.125955,-83.05896,TRUE
"20838","Tapirus bairdii","CBQTC1",9.125955,-83.05896,TRUE
"20839","Tapirus bairdii","CBQTC1",9.125955,-83.05896,TRUE
"20840","Tapirus bairdii","CBQTC1",9.125955,-83.05896,TRUE
"20841","Tapirus bairdii","CBQTC1",9.125955,-83.05896,TRUE
"20842","Tapirus bairdii","CBQTC1",9.125955,-83.05896,TRUE
"20843","Tapirus bairdii","CBQTC1",9.125955,-83.05896,TRUE
"20844","Tapirus bairdii","CBQTC1",9.125955,-83.05896,TRUE
"20845","Tapirus bairdii","CBQTC1",9.125955,-83.05896,TRUE
"20846","Tapirus bairdii","CBQTC1",9.125955,-83.05896,TRUE
"20847","Tapirus bairdii","CBQTC1",9.125955,-83.05896,TRUE
"20848","Tapirus bairdii","CBQTC1",9.125955,-83.05896,TRUE
"20849","Tapirus bairdii","CBQTC1",9.125955,-83.05896,TRUE
"20850","Tapirus bairdii","CBQTC1",9.125955,-83.05896,TRUE
"20851","Tapirus bairdii","CBQTC1",9.125955,-83.05896,TRUE
"20852","Tapirus bairdii","CBQTC1",9.125955,-83.05896,TRUE
"20853","Tapirus bairdii","CBQTC1",9.125955,-83.05896,TRUE
"20854","Tapirus bairdii","CBQTC1",9.125955,-83.05896,TRUE
"20855","Tapirus bairdii","CBQTC1",9.125955,-83.05896,TRUE
"20856","Tapirus bairdii","CBQTC1",9.125955,-83.05896,TRUE
"20857","Tapirus bairdii","CBQTC1",9.125955,-83.05896,TRUE
"20858","Tapirus bairdii","CBQTC1",9.125955,-83.05896,TRUE
"20859","Tapirus bairdii","CBQTC1",9.125955,-83.05896,TRUE
"20860","Tapirus bairdii","CBQTC1",9.125955,-83.05896,TRUE
"20861","Tapirus bairdii","CBQTC1",9.125955,-83.05896,TRUE
"20862","Tapirus bairdii","CBQTC1",9.125955,-83.05896,TRUE
"20863","Tapirus bairdii","CBQTC1",9.125955,-83.05896,TRUE
"20864","Tapirus bairdii","CBQTC1",9.125955,-83.05896,TRUE
"20865","Tapirus bairdii","CBQTC1",9.125955,-83.05896,TRUE
"20866","Tapirus bairdii","CBQTC1",9.125955,-83.05896,TRUE
"20867","Tapirus bairdii","CBQTC1",9.125955,-83.05896,TRUE
"20868","Tapirus bairdii","CBQTC1",9.125955,-83.05896,TRUE
"20869","Tapirus bairdii","CBQTC1",9.125955,-83.05896,TRUE
"20870","Tapirus bairdii","CBQTC1",9.125955,-83.05896,TRUE
"20871","Tapirus bairdii","CBQTC1",9.125955,-83.05896,TRUE
"20872","Tapirus bairdii","CBQTC1",9.125955,-83.05896,TRUE
"20873","Tapirus bairdii","CBQTC1",9.125955,-83.05896,TRUE
"20874","Tapirus bairdii","CBQTC1",9.125955,-83.05896,TRUE
"20875","Tapirus bairdii","CBQTC1",9.125955,-83.05896,TRUE
"20876","Tapirus bairdii","CBQTC1",9.125955,-83.05896,TRUE
"20877","Tapirus bairdii","CBQTC1",9.125955,-83.05896,TRUE
"20878","Tapirus bairdii","CBQTC1",9.125955,-83.05896,TRUE
"20879","Tapirus bairdii","CBQTC1",9.125955,-83.05896,TRUE
"20880","Tapirus bairdii","CBQTC1",9.125955,-83.05896,TRUE
"20881","Tapirus bairdii","CBQTC1",9.125955,-83.05896,TRUE
"20882","Tapirus bairdii","CBQTC1",9.125955,-83.05896,TRUE
"20883","Tapirus bairdii","CBQTC1",9.125955,-83.05896,TRUE
"20884","Tapirus bairdii","CBQTC1",9.125955,-83.05896,TRUE
"20885","Tapirus bairdii","CBQTC1",9.125955,-83.05896,TRUE
"20886","Tapirus bairdii","CBQTC1",9.125955,-83.05896,TRUE
"20887","Tapirus bairdii","CBQTC1",9.125955,-83.05896,TRUE
"20888","Tapirus bairdii","CBQTC1",9.125955,-83.05896,TRUE
"20889","Tapirus bairdii","CBQTC1",9.125955,-83.05896,TRUE
"20890","Tapirus bairdii","CBQTC1",9.125955,-83.05896,TRUE
"20891","Tapirus bairdii","CBQTC1",9.125955,-83.05896,TRUE
"20892","Tapirus bairdii","CBQTC1",9.125955,-83.05896,TRUE
"20893","Tapirus bairdii","CBQTC1",9.125955,-83.05896,TRUE
"20894","Tapirus bairdii","CBQTC1",9.125955,-83.05896,TRUE
"20895","Tapirus bairdii","CBQTC1",9.125955,-83.05896,TRUE
"20896","Tapirus bairdii","CBQTC1",9.125955,-83.05896,TRUE
"20897","Tapirus bairdii","CBQTC1",9.125955,-83.05896,TRUE
"20898","Tapirus bairdii","CBQTC1",9.125955,-83.05896,TRUE
"20899","Tapirus bairdii","CBQTC1",9.125955,-83.05896,TRUE
"20900","Tapirus bairdii","CBQTC1",9.125955,-83.05896,TRUE
"20901","Tapirus bairdii","CBQTC1",9.125955,-83.05896,TRUE
"20902","Tapirus bairdii","CBQTC1",9.125955,-83.05896,TRUE
"20903","Tapirus bairdii","CBQTC1",9.125955,-83.05896,TRUE
"20904","Tapirus bairdii","CBQTC1",9.125955,-83.05896,TRUE
"20905","Tapirus bairdii","CBQTC1",9.125955,-83.05896,TRUE
"20906","Tapirus bairdii","CBQTC1",9.125955,-83.05896,TRUE
"20907","Tapirus bairdii","CBQTC1",9.125955,-83.05896,TRUE
"20908","Tapirus bairdii","CBQTC1",9.125955,-83.05896,TRUE
"20909","Tapirus bairdii","CBQTC1",9.125955,-83.05896,TRUE
"20910","Cebus capucinus","CBQTC2",9.08922,-83.06565,TRUE
"20911","Cebus capucinus","CBQTC2",9.08922,-83.06565,TRUE
"20912","Cebus capucinus","CBQTC2",9.08922,-83.06565,TRUE
"20913","Cebus capucinus","CBQTC2",9.08922,-83.06565,TRUE
"20914","Cebus capucinus","CBQTC2",9.08922,-83.06565,TRUE
"20915","Cebus capucinus","CBQTC2",9.08922,-83.06565,TRUE
"20916","Cebus capucinus","CBQTC2",9.08922,-83.06565,TRUE
"20917","Conepatus semistriatus","CBQTC2",9.08922,-83.06565,TRUE
"20918","Conepatus semistriatus","CBQTC2",9.08922,-83.06565,TRUE
"20919","Conepatus semistriatus","CBQTC2",9.08922,-83.06565,TRUE
"20920","Conepatus semistriatus","CBQTC2",9.08922,-83.06565,TRUE
"20921","Conepatus semistriatus","CBQTC2",9.08922,-83.06565,TRUE
"20922","Conepatus semistriatus","CBQTC2",9.08922,-83.06565,TRUE
"20923","Conepatus semistriatus","CBQTC2",9.08922,-83.06565,TRUE
"20924","Conepatus semistriatus","CBQTC2",9.08922,-83.06565,TRUE
"20925","Conepatus semistriatus","CBQTC2",9.08922,-83.06565,TRUE
"20926","Cuniculus paca","CBQTC2",9.08922,-83.06565,TRUE
"20927","Cuniculus paca","CBQTC2",9.08922,-83.06565,TRUE
"20928","Cuniculus paca","CBQTC2",9.08922,-83.06565,TRUE
"20929","Dasyprocta punctata","CBQTC2",9.08922,-83.06565,TRUE
"20930","Dasyprocta punctata","CBQTC2",9.08922,-83.06565,TRUE
"20931","Dasyprocta punctata","CBQTC2",9.08922,-83.06565,TRUE
"20932","Dasyprocta punctata","CBQTC2",9.08922,-83.06565,TRUE
"20933","Dasyprocta punctata","CBQTC2",9.08922,-83.06565,TRUE
"20934","Dasyprocta punctata","CBQTC2",9.08922,-83.06565,TRUE
"20935","Dasyprocta punctata","CBQTC2",9.08922,-83.06565,TRUE
"20936","Dasyprocta punctata","CBQTC2",9.08922,-83.06565,TRUE
"20937","Dasyprocta punctata","CBQTC2",9.08922,-83.06565,TRUE
"20938","Dasyprocta punctata","CBQTC2",9.08922,-83.06565,TRUE
"20939","Dasyprocta punctata","CBQTC2",9.08922,-83.06565,TRUE
"20940","Dasyprocta punctata","CBQTC2",9.08922,-83.06565,TRUE
"20941","Dasyprocta punctata","CBQTC2",9.08922,-83.06565,TRUE
"20942","Dasyprocta punctata","CBQTC2",9.08922,-83.06565,TRUE
"20943","Dasyprocta punctata","CBQTC2",9.08922,-83.06565,TRUE
"20944","Dasypus novemcitus","CBQTC2",9.08922,-83.06565,TRUE
"20945","Dasypus novemcitus","CBQTC2",9.08922,-83.06565,TRUE
"20946","Dasypus novemcitus","CBQTC2",9.08922,-83.06565,TRUE
"20947","Dasypus novemcitus","CBQTC2",9.08922,-83.06565,TRUE
"20948","Dasypus novemcitus","CBQTC2",9.08922,-83.06565,TRUE
"20949","Dasypus novemcitus","CBQTC2",9.08922,-83.06565,TRUE
"20950","Dasypus novemcitus","CBQTC2",9.08922,-83.06565,TRUE
"20951","Dasypus novemcitus","CBQTC2",9.08922,-83.06565,TRUE
"20952","Dasypus novemcitus","CBQTC2",9.08922,-83.06565,TRUE
"20953","Dasypus novemcitus","CBQTC2",9.08922,-83.06565,TRUE
"20954","Dasypus novemcitus","CBQTC2",9.08922,-83.06565,TRUE
"20955","Dasypus novemcitus","CBQTC2",9.08922,-83.06565,TRUE
"20956","Dasypus novemcitus","CBQTC2",9.08922,-83.06565,TRUE
"20957","Dasypus novemcitus","CBQTC2",9.08922,-83.06565,TRUE
"20958","Dasypus novemcitus","CBQTC2",9.08922,-83.06565,TRUE
"20959","Dasypus novemcitus","CBQTC2",9.08922,-83.06565,TRUE
"20960","Dasypus novemcitus","CBQTC2",9.08922,-83.06565,TRUE
"20961","Dasypus novemcitus","CBQTC2",9.08922,-83.06565,TRUE
"20962","Dasypus novemcitus","CBQTC2",9.08922,-83.06565,TRUE
"20963","Dasypus novemcitus","CBQTC2",9.08922,-83.06565,TRUE
"20964","Dasypus novemcitus","CBQTC2",9.08922,-83.06565,TRUE
"20965","Dasypus novemcitus","CBQTC2",9.08922,-83.06565,TRUE
"20966","Dasypus novemcitus","CBQTC2",9.08922,-83.06565,TRUE
"20967","Dasypus novemcitus","CBQTC2",9.08922,-83.06565,TRUE
"20968","Dasypus novemcitus","CBQTC2",9.08922,-83.06565,TRUE
"20969","Dasypus novemcitus","CBQTC2",9.08922,-83.06565,TRUE
"20970","Dasypus novemcitus","CBQTC2",9.08922,-83.06565,TRUE
"20971","Dasypus novemcitus","CBQTC2",9.08922,-83.06565,TRUE
"20972","Dasypus novemcitus","CBQTC2",9.08922,-83.06565,TRUE
"20973","Dasypus novemcitus","CBQTC2",9.08922,-83.06565,TRUE
"20974","Dasypus novemcitus","CBQTC2",9.08922,-83.06565,TRUE
"20975","Dasypus novemcitus","CBQTC2",9.08922,-83.06565,TRUE
"20976","Dasypus novemcitus","CBQTC2",9.08922,-83.06565,TRUE
"20977","Dasypus novemcitus","CBQTC2",9.08922,-83.06565,TRUE
"20978","Dasypus novemcitus","CBQTC2",9.08922,-83.06565,TRUE
"20979","Dasypus novemcitus","CBQTC2",9.08922,-83.06565,TRUE
"20980","Dasypus novemcitus","CBQTC2",9.08922,-83.06565,TRUE
"20981","Dasypus novemcitus","CBQTC2",9.08922,-83.06565,TRUE
"20982","Dasypus novemcitus","CBQTC2",9.08922,-83.06565,TRUE
"20983","Dasypus novemcitus","CBQTC2",9.08922,-83.06565,TRUE
"20984","Dasypus novemcitus","CBQTC2",9.08922,-83.06565,TRUE
"20985","Dasypus novemcitus","CBQTC2",9.08922,-83.06565,TRUE
"20986","Dasypus novemcitus","CBQTC2",9.08922,-83.06565,TRUE
"20987","Dasypus novemcitus","CBQTC2",9.08922,-83.06565,TRUE
"20988","Dasypus novemcitus","CBQTC2",9.08922,-83.06565,TRUE
"20989","Dasypus novemcitus","CBQTC2",9.08922,-83.06565,TRUE
"20990","Dasypus novemcitus","CBQTC2",9.08922,-83.06565,TRUE
"20991","Dasypus novemcitus","CBQTC2",9.08922,-83.06565,TRUE
"20992","Dasypus novemcitus","CBQTC2",9.08922,-83.06565,TRUE
"20993","Dasypus novemcitus","CBQTC2",9.08922,-83.06565,TRUE
"20994","Dasypus novemcitus","CBQTC2",9.08922,-83.06565,TRUE
"20995","Dasypus novemcitus","CBQTC2",9.08922,-83.06565,TRUE
"20996","Dasypus novemcitus","CBQTC2",9.08922,-83.06565,TRUE
"20997","Dasypus novemcitus","CBQTC2",9.08922,-83.06565,TRUE
"20998","Dasypus novemcitus","CBQTC2",9.08922,-83.06565,TRUE
"20999","Dasypus novemcitus","CBQTC2",9.08922,-83.06565,TRUE
"21000","Dasypus novemcitus","CBQTC2",9.08922,-83.06565,TRUE
"21001","Dasypus novemcitus","CBQTC2",9.08922,-83.06565,TRUE
"21002","Dasypus novemcitus","CBQTC2",9.08922,-83.06565,TRUE
"21003","Dasypus novemcitus","CBQTC2",9.08922,-83.06565,TRUE
"21004","Dasypus novemcitus","CBQTC2",9.08922,-83.06565,TRUE
"21005","Dasypus novemcitus","CBQTC2",9.08922,-83.06565,TRUE
